-0.0332601;0.317246;-8.48283;-9.49385;0.193721;3.27232;;
-0.551924;-0.147568;31.0274;-2.43488;-7.93768;0.027444;;
0.0481485;-0.109085;-3.06236;-0.00324651;1.97626e-323;5.77563e-321;;
0;0;1;0;0;0;;
-0.0327563;0.30859;-8.08086;-9.53768;0.178612;3.17615;;
-0.54077;-0.133187;32.1304;-2.26417;-8.42457;0.0250112;;
0.0471329;-0.115528;-3.17007;-0.00271355;39;4.00193e-322;;
0;0;1;0;-3.20432;0;;
-0.031842;0.299778;-7.72326;-9.57359;0.16572;3.08546;;
-0.529536;-0.120339;33.2169;-2.10593;-8.92607;0.0227853;;
0.0460306;-0.121743;-3.27671;-0.00226498;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0312024;0.29075;-7.36882;-9.60528;0.151092;2.9998;;
-0.518394;-0.108327;34.2763;-1.97604;-9.4422;0.0205786;;
0.0448632;-0.127766;-3.3817;-0.00134584;39;4.00193e-322;;
0;0;1;0;-3.58261;0.00528857;;
-0.0307647;0.28162;-7.01973;-9.63309;0.135013;2.91876;;
-0.507264;-0.0985278;35.3497;-1.82276;-9.97294;0.0188993;;
0.0436461;-0.133564;-3.48647;-0.00161043;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0301174;0.272533;-6.70387;-9.65616;0.120594;2.84199;;
-0.496373;-0.0892639;36.3996;-1.69601;-10.5183;0.0172102;;
0.0424034;-0.139205;-3.59005;-0.00136295;39;4.00193e-322;;
0;0;1;0;-3.98347;0;;
-0.0297735;0.263446;-6.38385;-9.67683;0.103917;2.76914;;
-0.48571;-0.0809258;37.4407;-1.57805;-11.0783;0.0156712;;
0.0411427;-0.144689;-3.69272;-0.00116284;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0293863;0.25446;-6.08412;-9.69437;0.0877624;2.69994;;
-0.475332;-0.0731833;38.4686;-1.47669;-11.6528;0.0141876;;
0.039877;-0.150037;-3.79456;-0.00070257;39;4.00193e-322;;
0;0;1;0;-4.40601;0.00237933;;
-0.0290126;0.245593;-5.80013;-9.70941;0.0717651;2.6341;;
-0.46518;-0.0666163;39.5004;-1.36564;-12.242;0.0129912;;
0.0386109;-0.155241;-3.89616;-0.000854308;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0287784;0.236848;-5.52029;-9.72264;0.054669;2.5714;;
-0.455344;-0.0604714;40.5209;-1.2699;-12.8457;0.011826;;
0.0373526;-0.160337;-3.99698;-0.000737758;39;4.00193e-322;;
0;0;1;0;-4.85071;0;;
-0.028606;0.228253;-5.24993;-9.73414;0.0371635;2.51161;;
-0.445805;-0.054902;41.5362;-1.18039;-13.4641;0.010763;;
0.0361062;-0.165328;-4.0973;-0.000639899;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0285058;0.219819;-4.98697;-9.74416;0.0190717;2.45454;;
-0.436564;-0.0498459;42.547;-1.09661;-14.097;0.00979234;;
0.0348751;-0.170225;-4.19716;-0.000557509;39;4.00193e-322;;
0;0;1;0;-5.31732;0;;
-0.0284309;0.211555;-4.73504;-9.7528;0.000917508;2.4;;
-0.427645;-0.0450622;43.5494;-1.02669;-14.7446;0.00883126;;
0.0336631;-0.175043;-4.29649;-0.000186081;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0284193;0.203464;-4.48952;-9.76035;-0.0178083;2.34783;;
-0.418989;-0.0409047;44.5532;-0.951983;-15.4067;0.00803037;;
0.0324698;-0.179776;-4.39562;-0.000162154;39;4.00193e-322;;
0;0;1;0;-5.8059;0.00181696;;
-0.0284542;0.195546;-4.25116;-9.76692;-0.0369508;2.29788;;
-0.410621;-0.0371065;45.5535;-0.882126;-16.0834;0.00729467;;
0.0312978;-0.184441;-4.49443;-0.000134056;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0285025;0.187805;-4.02292;-9.77258;-0.0560497;2.25001;;
-0.402533;-0.0336317;46.5508;-0.816745;-16.7747;0.00661813;;
0.0301479;-0.189043;-4.59295;-0.000100931;39;4.00193e-322;;
0;0;1;0;-6.31643;0.00151025;;
-0.0286474;0.180232;-3.79437;-9.77761;-0.0764639;2.2041;;
-0.394697;-0.0305693;47.548;-0.748949;-17.4806;0.00604767;;
0.0290197;-0.193585;-4.69128;-0.000295066;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0287991;0.172832;-3.57515;-9.78194;-0.0968347;2.16002;;
-0.387159;-0.0275504;48.5381;-0.696875;-18.201;0.0054309;;
0.0279155;-0.198083;-4.78921;-6.22799e-05;39;4.00193e-322;;
0;0;1;0;-6.84887;0.00124301;;
-0.0289833;0.165598;-3.36157;-9.7857;-0.117615;2.11767;;
-0.37984;-0.0249732;49.5303;-0.636816;-18.936;0.00494887;;
0.0268329;-0.202528;-4.88708;-0.000233179;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0291975;0.158527;-3.15331;-9.78896;-0.138805;2.07694;;
-0.372782;-0.027899;50.5187;-0.585423;-19.6857;0.00446502;;
0.0257734;-0.206744;-4.98469;-0.000207766;39;4.00193e-322;;
0;0;1;0;-7.40314;0;;
-0.0294389;0.151614;-2.95008;-9.7918;-0.160405;2.03775;;
-0.365971;-0.0201908;51.504;-0.541223;-20.4498;0.00398723;;
0.0247366;-0.211306;-5.08208;-2.94674e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0296388;0.144857;-2.76132;-9.79416;-0.180937;2.00002;;
-0.359359;-0.019529;52.4905;-0.490898;-21.2286;0.00360936;;
0.0237207;-0.21559;-5.17943;-0.000165078;39;4.00193e-322;;
0;0;1;0;-7.97935;0;;
-0.0299946;0.138242;-2.5576;-9.79636;-0.204834;1.96365;;
-0.352976;-0.0162685;53.4744;-0.447385;-22.0219;0.00323104;;
0.0227263;-0.219942;-5.27655;-0.000147304;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0303047;0.131774;-2.36787;-9.79819;-0.227664;1.92859;;
-0.346811;-0.0144606;54.4562;-0.40946;-22.8298;0.00285859;;
0.0217532;-0.224218;-5.37354;-1.27189e-05;39;4.00193e-322;;
0;0;1;0;-8.57751;0.00065245;;
-0.030634;0.125443;-2.18216;-9.79975;-0.250903;1.89475;;
-0.340825;-0.012878;55.4385;-0.367024;-23.6523;0.00255945;;
0.0207994;-0.228465;-5.47046;-0.000116505;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0309808;0.119246;-2.00029;-9.80109;-0.274553;1.86208;;
-0.335048;3.27457e-05;56.4185;-0.332573;-24.4894;0.00224311;;
0.0198659;-0.233098;-5.56724;-6.89722e-06;39;4.00193e-322;;
0;0;1;0;-9.19745;0.00051134;;
-0.03126;0.113177;-1.83663;-9.80215;-0.296197;1.83052;;
-0.329437;0;57.3987;-0.294588;-25.341;0.0019857;;
0.0189508;-0.237251;-5.66397;-9.08739e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0317211;0.107232;-1.64727;-9.80319;-0.323084;1.80001;;
-0.324009;-0.00870084;58.3775;-0.261024;-26.2072;0.00173048;;
0.0180541;-0.241078;-5.76056;-7.97066e-05;39;4.00193e-322;;
0;0;1;0;-9.83917;0;;
-0.032112;0.101405;-1.47578;-9.80399;-0.347964;1.7705;;
-0.31875;0;59.3556;-0.229081;-27.0879;0.00149405;;
0.0171752;-0.245513;-5.8571;-6.9248e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.032425;0.0956927;-1.32478;-9.8046;-0.370234;1.74195;;
-0.313657;1.58246e-05;60.3328;-0.200277;-27.9833;0.00126459;;
0.0163137;-0.249625;-5.95356;-1.48897e-06;39;4.00193e-322;;
0;0;1;0;-10.5029;0.000288064;;
-0.0329298;0.0900898;-1.14205;-9.80521;-0.398956;1.71429;;
-0.308713;-0.00537325;61.3096;-0.171046;-28.8932;0.00106292;;
0.0154682;-0.25353;-6.04994;-7.45458e-07;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0333547;0.0845922;-0.979521;-9.80565;-0.425068;1.68751;;
-0.303912;0;62.2859;-0.141993;-29.8177;0.000882968;;
0.0146386;-0.25781;-6.14628;-4.21041e-05;39;4.00193e-322;;
0;0;1;0;-11.1883;0;;
-0.0336944;0.0791971;-0.839753;-9.80596;-0.447934;1.66154;;
-0.299258;-0.00350927;63.2616;-0.115589;-30.7567;0.000707847;;
0.0138245;-0.261761;-6.24257;-3.45903e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0342325;0.073897;-0.662493;-9.80626;-0.478523;1.63637;;
-0.29474;0;64.2368;-0.0903671;-31.7103;0.000544972;;
0.013025;-0.265955;-6.33879;-2.65629e-05;39;4.00193e-322;;
0;0;1;0;-11.8956;0;;
-0.0346838;0.0686915;-0.507757;-9.80644;-0.505866;1.61194;;
-0.290352;-0.0019787;65.2116;-0.0662594;-32.6785;0.000393642;;
0.0122398;-0.269943;-6.43497;-1.94474e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0350446;0.0635759;-0.378038;-9.80655;-0.5293;1.58824;;
-0.28609;0;66.186;-0.0432016;-33.6611;0;;
0.0114738;-0.274076;-6.53106;0.00154881;39;4.00193e-322;;
0;0;1;0;-12.6247;0;;
-0.0356081;0.0585467;-0.205297;-9.80663;-0.561784;1.56522;;
-0.281948;0;67.16;-0.021134;-34.6585;0.000121925;;
0.0107098;-0.27811;-6.62721;-6.21236e-06;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0359807;0.0536005;-0.0817152;-9.80665;-0.585581;1.54286;;
-0.277922;0;68.1336;-8.8099e-07;-35.6704;0;;
0.0099641;-0.282148;-6.72328;3.15853e-08;39;4.00193e-322;;
0;0;1;0;-13.3757;0;;
-0.0365576;0.0487342;0.0884635;-9.80662;-0.619345;1.52113;;
-0.274006;-1.35959e-06;69.107;0.0205229;-36.6968;-0.000112007;;
0.00982631;-0.28618;-6.81931;-3.86975e-06;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0369404;0.0439442;0.206302;-9.80657;-0.643491;1.5;;
-0.270198;0.0011018;70.0801;0.0396649;-37.7378;-0.000219292;;
0.00850887;-0.290246;-6.91531;1.16486e-05;39;4.00193e-322;;
0;0;1;0;-14.1484;0;;
-0.0375286;0.0392288;0.374231;-9.80645;-0.678548;1.47945;;
-0.266492;0;71.0529;0.0582909;-38.7934;-0.000317841;;
0.00779849;-0.294227;-7.01129;1.70952e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0379203;0.0345842;0.486679;-9.80635;-0.703032;1.45946;;
-0.262884;0;72.0255;0.0761693;-39.8635;-0.000364639;;
0.00709782;-0.298243;-7.10722;-0.000280415;39;4.00193e-322;;
0;0;1;0;-14.943;0;;
-0.0385179;0.0300079;0.652638;-9.80616;-0.739394;1.43999;;
-0.259368;0.00248648;72.9978;0.0941015;-40.9482;-0.000491332;;
0.00640993;-0.302345;-7.20316;1.13044e-07;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0390185;0.0254974;0.789262;-9.80598;-0.770433;1.42105;;
-0.25595;0;73.97;0.109838;-42.0475;-0.000575222;;
0.00573122;-0.306264;-7.29907;3.24257e-05;39;4.00193e-322;;
0;0;1;0;-15.7594;0;;
-0.0395228;0.0210504;0.924253;-9.80578;-0.801883;1.40259;;
-0.252616;0.00326849;74.9419;0.125699;-43.1613;-0.000645015;;
0.00506203;-0.310386;-7.39495;4.347e-06;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0400304;0.0166645;1.05768;-9.80556;-0.833744;1.38461;;
-0.249363;-1.46814e-06;75.9136;0.14182;-44.2897;-0.000714359;;
0.0044024;-0.31427;-7.49082;7.53029e-06;39;4.00193e-322;;
0;0;1;0;-16.5975;-0.000121983;;
-0.0404402;0.0123358;1.15811;-9.80539;-0.859046;1.36708;;
-0.246199;0.00394834;76.8854;0.155638;-45.4326;-0.000784;;
0.00375194;-0.31841;-7.58666;4.61582e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0410546;0.0080671;1.32004;-9.80509;-0.898698;1.34999;;
-0.24311;0;77.8569;0.169774;-46.5902;-0.000788405;;
0.00310852;-0.322263;-7.68245;-0.000356795;39;4.00193e-322;;
0;0;1;0;-17.4575;0;;
-0.0414697;0.0038515;1.41593;-9.80491;-0.92426;1.33332;;
-0.240091;-5.87018e-07;78.828;0.184885;-47.7622;-0.000893555;;
0.00247661;-0.326256;-7.7783;7.20363e-07;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0419885;-2.03879e-06;1.54287;-9.80465;-0.957495;1.31706;;
-0.237157;0.00479353;79.7994;0.196512;-48.9489;-0.000953534;;
0.00185168;-0.330418;-7.87411;5.88022e-05;39;4.00193e-322;;
0;0;1;0;-18.3393;0;;
-0.0426103;-0.00442324;1.70321;-9.80429;-0.99921;1.30119;;
-0.234287;0.00504022;80.7706;0.209163;-50.1501;-0.00100201;;
0.00123447;-0.334415;-7.96993;5.79975e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0430329;-0.008486;1.7929;-9.80411;-1.02519;1.2857;;
-0.231478;1.56253e-06;81.7412;0.223171;-51.3659;-0.00103996;;
0.000624471;-0.33822;-8.06568;1.99734e-06;39;4.00193e-322;;
0;0;1;0;-19.2427;-0.000236736;;
-0.0435581;-0.0125037;1.91607;-9.80383;-1.05964;1.27057;;
-0.228741;0.00548756;82.7121;0.235041;-52.5962;-0.00108016;;
2.20717e-05;-0.3424;-8.16144;-1.43745e-05;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0441851;-0.0164708;2.07506;-9.80344;-1.10342;1.2558;;
-0.226077;0;83.6833;0.244507;-53.8411;-0.00113103;;
-0.000572658;-0.346186;-8.25725;7.44198e-05;39;4.00193e-322;;
0;0;1;0;-20.1683;0;;
-0.044614;-0.0203986;2.15898;-9.80327;-1.12978;1.24136;;
-0.223466;0.00586751;84.654;0.255485;-55.1016;0;;
-0.00120306;-0.350396;-8.35094;-0.00914701;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0452436;-0.0242784;2.31724;-9.80286;-1.17495;1.22726;;
-0.220914;0;85.6247;0.26609;-56.3746;-0.00120269;;
-0.00174267;-0.354146;-8.44876;8.10269e-05;39;4.00193e-322;;
0;0;1;0;-21.1155;0;;
-0.0457751;-0.0281194;2.43673;-9.80257;-1.21133;1.21347;;
-0.218408;6.4411e-06;86.5947;0.278585;-57.6632;-0.00122496;;
-0.00231831;-0.358124;-8.54448;4.01539e-06;1.97626e-323;5.77563e-321;;
0;0;1;0;4.67414e-310;4.67414e-310;;
-0.0462095;-0.0319204;2.51526;-9.8024;-1.23804;1.19998;;
-0.21598;0;87.5658;0.28625;-58.9663;-0.00133042;;
-0.00288457;-0.362098;-8.64033;0.000623055;39;4.00193e-322;;
0;0;1;0;-22.0844;0;;
